,fileName,baby,bird,car,clouds,dog,female,flower,male,night,people,portrait,river,sea,tree,classes
17216,train/images/im17217.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
17218,train/images/im17219.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
17224,train/images/im17225.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
17225,train/images/im17226.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17227,train/images/im17228.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17228,train/images/im17229.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
17230,train/images/im17231.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
17231,train/images/im17232.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
17232,train/images/im17233.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['bird']
17233,train/images/im17234.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
17234,train/images/im17235.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17236,train/images/im17237.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
17237,train/images/im17238.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17238,train/images/im17239.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17240,train/images/im17241.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
17243,train/images/im17244.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
17244,train/images/im17245.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17247,train/images/im17248.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
17248,train/images/im17249.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17250,train/images/im17251.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17252,train/images/im17253.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17254,train/images/im17255.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17261,train/images/im17262.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17264,train/images/im17265.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17265,train/images/im17266.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17267,train/images/im17268.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
17269,train/images/im17270.jpg,0,0,0,0,0,1,0,0,1,1,0,0,0,0,"['female', 'night', 'people']"
17270,train/images/im17271.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
17271,train/images/im17272.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
17274,train/images/im17275.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17277,train/images/im17278.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
17279,train/images/im17280.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
17282,train/images/im17283.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17284,train/images/im17285.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17285,train/images/im17286.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17286,train/images/im17287.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17288,train/images/im17289.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17289,train/images/im17290.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17291,train/images/im17292.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
17292,train/images/im17293.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17294,train/images/im17295.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17295,train/images/im17296.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17296,train/images/im17297.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17299,train/images/im17300.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['bird']
17300,train/images/im17301.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
17303,train/images/im17304.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
17305,train/images/im17306.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"['people', 'portrait']"
17307,train/images/im17308.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17308,train/images/im17309.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17310,train/images/im17311.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['bird']
17311,train/images/im17312.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17315,train/images/im17316.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
17316,train/images/im17317.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
17318,train/images/im17319.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17319,train/images/im17320.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
17322,train/images/im17323.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"['people', 'portrait']"
17324,train/images/im17325.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17325,train/images/im17326.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17326,train/images/im17327.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17327,train/images/im17328.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17328,train/images/im17329.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17329,train/images/im17330.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17330,train/images/im17331.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17333,train/images/im17334.jpg,0,0,0,0,1,0,0,0,0,1,0,0,0,0,"['dog', 'people']"
17334,train/images/im17335.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
17337,train/images/im17338.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17338,train/images/im17339.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17340,train/images/im17341.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17341,train/images/im17342.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17342,train/images/im17343.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17345,train/images/im17346.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17346,train/images/im17347.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17349,train/images/im17350.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17351,train/images/im17352.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17352,train/images/im17353.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['sea']
17354,train/images/im17355.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17357,train/images/im17358.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17360,train/images/im17361.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17362,train/images/im17363.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
17364,train/images/im17365.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17365,train/images/im17366.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17366,train/images/im17367.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17368,train/images/im17369.jpg,0,0,0,0,0,0,0,1,0,1,0,1,0,0,"['male', 'people', 'river']"
17369,train/images/im17370.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17372,train/images/im17373.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17374,train/images/im17375.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17375,train/images/im17376.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
17376,train/images/im17377.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17377,train/images/im17378.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['bird']
17378,train/images/im17379.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
17379,train/images/im17380.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17383,train/images/im17384.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17384,train/images/im17385.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17385,train/images/im17386.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17387,train/images/im17388.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17388,train/images/im17389.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
17391,train/images/im17392.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
17392,train/images/im17393.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17393,train/images/im17394.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
17394,train/images/im17395.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17396,train/images/im17397.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
17398,train/images/im17399.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
17402,train/images/im17403.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
17403,train/images/im17404.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17405,train/images/im17406.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17408,train/images/im17409.jpg,0,0,0,0,1,0,0,1,0,1,0,0,0,0,"['dog', 'male', 'people']"
17409,train/images/im17410.jpg,1,0,0,0,0,0,0,1,0,1,1,0,0,0,"['baby', 'male', 'people', 'portrait']"
17410,train/images/im17411.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
17411,train/images/im17412.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
17417,train/images/im17418.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
17418,train/images/im17419.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
17419,train/images/im17420.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17420,train/images/im17421.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17421,train/images/im17422.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17422,train/images/im17423.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['sea']
17423,train/images/im17424.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17424,train/images/im17425.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17428,train/images/im17429.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17429,train/images/im17430.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17431,train/images/im17432.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17436,train/images/im17437.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17437,train/images/im17438.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17438,train/images/im17439.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
17441,train/images/im17442.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17442,train/images/im17443.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
17443,train/images/im17444.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17444,train/images/im17445.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17445,train/images/im17446.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
17447,train/images/im17448.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17448,train/images/im17449.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
17451,train/images/im17452.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17456,train/images/im17457.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
17457,train/images/im17458.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
17459,train/images/im17460.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17460,train/images/im17461.jpg,0,0,0,0,0,1,0,0,0,1,0,0,1,0,"['female', 'people', 'sea']"
17462,train/images/im17463.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17464,train/images/im17465.jpg,1,0,0,0,0,0,0,1,0,1,1,0,0,0,"['baby', 'male', 'people', 'portrait']"
17466,train/images/im17467.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17468,train/images/im17469.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17469,train/images/im17470.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17470,train/images/im17471.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17473,train/images/im17474.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
17475,train/images/im17476.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
17476,train/images/im17477.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17477,train/images/im17478.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
17478,train/images/im17479.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
17479,train/images/im17480.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17480,train/images/im17481.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17481,train/images/im17482.jpg,0,0,0,0,1,1,0,0,0,1,1,0,0,0,"['dog', 'female', 'people', 'portrait']"
17483,train/images/im17484.jpg,1,0,0,0,0,1,0,1,0,1,1,0,0,0,"['baby', 'female', 'male', 'people', 'portrait']"
17484,train/images/im17485.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
17485,train/images/im17486.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
17487,train/images/im17488.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
17488,train/images/im17489.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
17491,train/images/im17492.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
17492,train/images/im17493.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17494,train/images/im17495.jpg,0,0,0,0,0,1,0,1,0,1,1,0,0,0,"['female', 'male', 'people', 'portrait']"
17496,train/images/im17497.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
17502,train/images/im17503.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17505,train/images/im17506.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17507,train/images/im17508.jpg,0,0,0,0,0,1,0,1,0,1,1,0,0,0,"['female', 'male', 'people', 'portrait']"
17508,train/images/im17509.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
17510,train/images/im17511.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17512,train/images/im17513.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['river']
17518,train/images/im17519.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
17519,train/images/im17520.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17520,train/images/im17521.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"['dog', 'flower']"
17522,train/images/im17523.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17523,train/images/im17524.jpg,0,0,0,0,0,0,0,0,0,0,0,0,1,0,['sea']
17524,train/images/im17525.jpg,0,0,0,1,0,0,0,0,0,0,0,1,0,0,"['clouds', 'river']"
17525,train/images/im17526.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17526,train/images/im17527.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17528,train/images/im17529.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
17529,train/images/im17530.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
17534,train/images/im17535.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17536,train/images/im17537.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17537,train/images/im17538.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17539,train/images/im17540.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17543,train/images/im17544.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17544,train/images/im17545.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17545,train/images/im17546.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
17546,train/images/im17547.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['bird']
17548,train/images/im17549.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
17551,train/images/im17552.jpg,0,1,0,0,0,0,0,0,0,0,0,0,0,0,['bird']
17555,train/images/im17556.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17557,train/images/im17558.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17559,train/images/im17560.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
17561,train/images/im17562.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
17562,train/images/im17563.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"['people', 'portrait']"
17563,train/images/im17564.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17564,train/images/im17565.jpg,0,0,0,1,0,0,0,1,0,1,0,0,0,0,"['clouds', 'male', 'people']"
17565,train/images/im17566.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
17567,train/images/im17568.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
17568,train/images/im17569.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17570,train/images/im17571.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17571,train/images/im17572.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
17572,train/images/im17573.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17573,train/images/im17574.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17574,train/images/im17575.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17575,train/images/im17576.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17579,train/images/im17580.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
17584,train/images/im17585.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17585,train/images/im17586.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17586,train/images/im17587.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17588,train/images/im17589.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
17590,train/images/im17591.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17592,train/images/im17593.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
17596,train/images/im17597.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,1,"['clouds', 'tree']"
17597,train/images/im17598.jpg,0,0,0,0,0,0,0,0,0,0,0,0,0,1,['tree']
17600,train/images/im17601.jpg,0,0,0,0,0,0,0,0,1,0,0,0,0,0,['night']
17601,train/images/im17602.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17602,train/images/im17603.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17604,train/images/im17605.jpg,0,0,0,0,0,0,0,1,0,0,0,0,0,0,['male']
17605,train/images/im17606.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17606,train/images/im17607.jpg,0,0,0,0,0,1,0,1,0,1,1,0,0,0,"['female', 'male', 'people', 'portrait']"
17609,train/images/im17610.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17610,train/images/im17611.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
17614,train/images/im17615.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17618,train/images/im17619.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17619,train/images/im17620.jpg,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"['people', 'portrait']"
17620,train/images/im17621.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
17624,train/images/im17625.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17626,train/images/im17627.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['river']
17628,train/images/im17629.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17633,train/images/im17634.jpg,0,0,0,0,0,1,0,1,0,1,0,0,0,0,"['female', 'male', 'people']"
17637,train/images/im17638.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17638,train/images/im17639.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17639,train/images/im17640.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
17641,train/images/im17642.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17643,train/images/im17644.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17645,train/images/im17646.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17646,train/images/im17647.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17647,train/images/im17648.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17649,train/images/im17650.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
17650,train/images/im17651.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17651,train/images/im17652.jpg,0,0,0,1,0,0,0,0,0,1,0,0,0,0,"['clouds', 'people']"
17652,train/images/im17653.jpg,0,0,0,0,1,0,0,0,0,0,0,0,0,0,['dog']
17655,train/images/im17656.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17656,train/images/im17657.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17657,train/images/im17658.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17658,train/images/im17659.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17660,train/images/im17661.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17661,train/images/im17662.jpg,0,0,0,0,0,0,0,0,0,1,0,0,0,0,['people']
17664,train/images/im17665.jpg,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"['dog', 'flower']"
17665,train/images/im17666.jpg,1,0,0,0,0,0,0,0,0,1,1,0,0,0,"['baby', 'people', 'portrait']"
17666,train/images/im17667.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17667,train/images/im17668.jpg,0,0,0,0,0,0,0,1,0,1,0,0,0,0,"['male', 'people']"
17668,train/images/im17669.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
17671,train/images/im17672.jpg,0,0,1,0,0,0,0,0,0,0,0,0,0,0,['car']
17672,train/images/im17673.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17683,train/images/im17684.jpg,0,0,0,0,0,1,0,0,0,1,1,0,0,0,"['female', 'people', 'portrait']"
17687,train/images/im17688.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17688,train/images/im17689.jpg,0,0,0,1,0,0,0,0,0,0,0,0,0,0,['clouds']
17690,train/images/im17691.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17694,train/images/im17695.jpg,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"['female', 'people']"
17696,train/images/im17697.jpg,0,0,0,0,0,0,0,0,0,0,0,1,0,0,['river']
17698,train/images/im17699.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
17699,train/images/im17700.jpg,0,0,0,0,0,0,1,0,0,0,0,0,0,0,['flower']
17701,train/images/im17702.jpg,0,0,0,0,0,0,0,1,0,1,1,0,0,0,"['male', 'people', 'portrait']"
17702,train/images/im17703.jpg,0,0,0,0,0,1,0,0,0,1,0,0,1,0,"['female', 'people', 'sea']"
